date_key,sma_20,sma_50,sma_200,rsi_14,macd_line,macd_signal,bollinger_upper,bollinger_lower,support_level,resistance_level
2023-10-06,138.58746809617543,138.01124403826822,138.01833927668054,38.97275188697264,0.013685248642019587,0.11593749092399643,139.2937338404829,137.88120235186796,137.49748208790885,139.51438383533267
2023-10-09,138.53884320374684,138.02797797789646,138.0071758698381,32.00399458375311,-0.016692563191099907,0.08941148010097716,139.27180209164013,137.80588431585355,137.49748208790885,139.51438383533267
2023-10-10,138.49616134744957,138.04440856872017,137.99670864334638,31.08711894255326,-0.029333687274117892,0.06566244662595815,139.2217509061609,137.77057178873824,137.49748208790885,139.4124864062688
2023-10-11,138.49231085333892,138.07964920513507,137.98810503625464,45.293021009668884,-0.008498222038468839,0.05083031289307274,139.21687167568186,137.76775003099598,137.49748208790885,139.4124864062688
2023-10-12,138.48217347456554,138.1162770793854,137.97844096246004,52.09574374099407,0.02053154463470719,0.04477055924139964,139.1904132278922,137.77393372123888,137.49748208790885,139.4124864062688
2023-10-13,138.4634384626357,138.1470031668368,137.96892994465728,54.45190943175649,0.020001177203567977,0.03981668283383331,139.16208857565957,137.76478834961185,137.49748208790885,139.4124864062688
2023-10-16,138.4452542997077,138.18003877539073,137.9581842472577,51.38142177800513,0.026570855712520824,0.03716751740957081,139.12288812967532,137.76762046974008,137.49748208790885,139.4124864062688
2023-10-17,138.40152180718388,138.1971793105546,137.9457542746241,41.73662872130236,0.01360585934583014,0.032455185796822675,139.00679411559076,137.796249498777,137.49748208790885,139.4124864062688
2023-10-18,138.35441357338328,138.21262273908818,137.93194936191043,47.02445500972436,0.012207520890882506,0.02840565281563464,138.7910080383007,137.91781910846586,137.49748208790885,139.1737298216775
2023-10-19,138.3371237339966,138.23892017519915,137.91899511731606,51.28685480228526,0.01778391254472922,0.02628130476145356,138.72752048439656,137.94672698359665,137.49748208790885,139.1737298216775
2023-10-20,138.3905366688761,138.2861053915505,137.91040992611997,67.11791497835296,0.11543853201388288,0.044112750211939424,139.0771421627039,137.70393117504833,137.49748208790885,139.99298930805475
2023-10-23,138.4648242827049,138.33682740382577,137.90442566731593,70.54362566187928,0.19094494782288507,0.07347918973412858,139.32913725688175,137.60051130852807,137.49748208790885,140.08514827424383
2023-10-24,138.53656409126074,138.39084807736955,137.9013749349228,75.32712371397861,0.26497121083704656,0.11177759395471218,139.5918174173876,137.48131076513388,137.49748208790885,140.1325833777926
2023-10-25,138.6216165081778,138.44098376817757,137.8982897384221,76.91280250365097,0.3625558046842059,0.16193323610061094,139.9554600972018,137.28777291915378,137.49748208790885,140.30188953507945
2023-10-26,138.72353246963198,138.50986632299706,137.89727160929294,83.11411927342387,0.44904621542090695,0.21935583196467018,140.3059797541869,137.14108518507706,137.49748208790885,140.76379647613533
2023-10-27,138.81265637477628,138.5609183664183,137.89692169459238,77.42318462583313,0.4812333447474373,0.27173133452122367,140.50850274809576,137.1168100014568,137.49748208790885,140.76379647613533
2023-10-30,138.90197009038275,138.6043864052295,137.898045728743,76.60740767967346,0.5009530680690091,0.3175756812307808,140.68516385373772,137.11877632702777,137.49748208790885,140.76379647613533
2023-10-31,139.01188449029942,138.6545525972156,137.90215128220746,75.69652423370128,0.5296720426169657,0.3599949535080178,140.88032696314457,137.14344201745428,137.49748208790885,140.81669729655204
2023-11-01,139.113598760986,138.68956481734665,137.90332482652434,68.51394085952141,0.5211657668816088,0.39222911618273604,140.98192251106656,137.24527501090546,137.49748208790885,140.81669729655204
2023-11-02,139.20567087107864,138.72830514575674,137.90746863966677,74.8065180397124,0.516535108525261,0.4170903146512411,141.0944165017316,137.3169252404257,137.49748208790885,140.81669729655204
2023-11-03,139.2902644329901,138.7624101762118,137.9103222000707,66.77104919220093,0.47561910961738363,0.4287960736444696,141.11996030675306,137.46056855922717,137.70266800530516,140.81669729655204
2023-11-06,139.43079731911445,138.81646445464705,137.9163622142964,76.99810854820745,0.5185580771432683,0.4467484743442293,141.26948835451577,137.59210628371312,137.74132186017056,140.96971681176254
2023-11-07,139.5253359528569,138.86970428189946,137.91835648564512,65.37386007804753,0.4838780123139941,0.4541743819381823,141.2725372156519,137.77813469006188,137.74132186017056,140.96971681176254
2023-11-08,139.62395981597132,138.92135083995797,137.9213060364136,67.63477988455847,0.488115683050637,0.4609626421606733,141.3504392890242,137.89748034291844,137.74132186017056,140.96971681176254
2023-11-09,139.6891480069039,138.96995075819402,137.92525869234123,53.48015850214603,0.44513740279276703,0.4577975942870921,141.3599001813015,138.01839583250631,137.74132186017056,140.96971681176254
2023-11-10,139.75561691954874,139.00843101117312,137.92925178717152,50.829379781767784,0.38539497548137547,0.4433170705259488,141.30707687232237,138.20415696677512,137.74132186017056,140.96971681176254
2023-11-13,139.83527839292466,139.05034858648443,137.9345150523556,52.08191961634765,0.36245736737615175,0.4271451298959894,141.26583601262104,138.4047207732283,137.92795219642508,140.96971681176254
2023-11-14,139.93510619264768,139.09274922367132,137.94342505180728,48.79782988720421,0.35472055354111376,0.41266021462501423,141.16029970375675,138.7099126815386,137.92795219642508,140.96971681176254
2023-11-15,140.01152153661593,139.12731222743622,137.9492771576804,43.841448340353786,0.3161778183190904,0.3933637353638295,140.9852565256669,139.03778654756496,138.10392408288254,140.96971681176254
2023-11-16,140.07831538949685,139.15487666134916,137.95513074815509,46.21758697470999,0.2738378993762751,0.36945856816631867,140.72520964385694,139.43142113513676,138.91727722313806,140.96971681176254
2023-11-17,140.10544727430812,139.17172791011436,137.96332857817612,49.95741964910281,0.26775490983220607,0.3491178364994962,140.71349856201417,139.49739598660207,139.37793769941845,140.96971681176254
2023-11-20,140.0966989494529,139.18133939327709,137.96820273907312,41.92924969387593,0.2030048441342842,0.3198952380264538,140.73877830964258,139.45461958926322,139.12087660717955,140.96971681176254
2023-11-21,140.1038338093536,139.20120467921325,137.97414929721978,49.08930705690431,0.1923468100204957,0.2943855524252622,140.73629048473362,139.4713771339736,139.12087660717955,140.96971681176254
2023-11-22,140.07348679239914,139.22466878196312,137.9775774612694,46.585480866385474,0.1646107942675883,0.26843060079372744,140.71262292479895,139.43435065999932,139.12087660717955,140.96971681176254
2023-11-23,140.0185915882726,139.23618949278924,137.98160152625812,47.19078761060183,0.11600612828456747,0.23794570629189543,140.67854608329918,139.35863709324605,138.9917035833864,140.96971681176254
2023-11-24,140.00635027826695,139.2594728675427,137.98696082357483,42.165220437352964,0.1141966598278259,0.21319589699908156,140.6647579933261,139.3479425632078,138.9917035833864,140.96971681176254
2023-11-27,140.0106006629385,139.28776131870154,137.99573341495469,52.19863146950529,0.13777516172646642,0.19811174994455855,140.6741127826189,139.34708854325808,138.9917035833864,140.96971681176254
2023-11-28,139.9859724569198,139.3035021027306,138.00218426243418,44.32981367320714,0.127582071936871,0.18400581434302105,140.62596489683656,139.34598001700303,138.9917035833864,140.96971681176254
2023-11-29,139.97145724454464,139.31344227772513,138.01002843535218,48.12970959178402,0.10930604766136298,0.16906586100668944,140.61568529380745,139.32722919528183,138.9917035833864,140.96971681176254
2023-11-30,139.95596261040055,139.33520935684257,138.02120380714857,51.886021333001786,0.10015197606963966,0.15528308401927948,140.5940183400248,139.3179068807763,138.9917035833864,140.96971681176254
2023-12-01,139.9485879571734,139.3571938616949,138.03082013580843,45.22342019768137,0.0733920535717516,0.1389048779297739,140.59823504790992,139.29894086643688,138.9917035833864,140.96971681176254
2023-12-04,139.89169645452884,139.3878046905421,138.03933625253168,43.10459064435755,0.05300451010552365,0.12172480436492386,140.41712073225952,139.36627217679816,138.9917035833864,140.69348353678188
2023-12-05,139.863187547056,139.40882841997748,138.0473461186502,44.61156673486368,0.019297882117882637,0.10123941991551563,140.422081824428,139.30429326968397,138.9917035833864,140.69348353678188
2023-12-06,139.82996839778087,139.4318681651041,138.05694883841792,50.44809771445758,0.022077662829360634,0.08540706849828464,140.30925369235592,139.35068310320582,138.9917035833864,140.69348353678188
2023-12-07,139.83702823601305,139.4640000173656,138.0681452956888,49.46738533658954,0.04753090636535262,0.07783183607169825,140.32860134426645,139.34545512775966,138.9917035833864,140.69348353678188
2023-12-08,139.83243774225525,139.4887270434505,138.0776958405103,52.146484272532064,0.02734662433823587,0.06773479372500578,140.3310493242558,139.33382616025472,138.9917035833864,140.69348353678188
2023-12-11,139.78957643681676,139.5053106344066,138.08654934588904,40.11499804678019,-0.02157665573500367,0.04987250383300389,140.35116897619437,139.22798389743915,138.9917035833864,140.69348353678188
